"","CITY","COUNTY","PIN","YEAR","NUMSTUDS","WHITE","BLACK","DISTRICT","YEAR_LIFTED","region","DISMISSED","PRIVATE"
"2384","MOBILE","MOBILE COUNTY","02000905","2009",65,0,65,"MOBILE COUNTY","1997","COUNTY",1,1
"2385","MOBILE","MOBILE COUNTY","A0100026","2005",39,36,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2386","MOBILE","MOBILE COUNTY","00000496","2007",341,237,102,"MOBILE COUNTY","1997","COUNTY",1,1
"2387","MOBILE","MOBILE COUNTY","02000905","2011",76,0,76,"MOBILE COUNTY","1997","COUNTY",1,1
"2388","MOBILE","MOBILE COUNTY","02000927","2007",335,209,102,"MOBILE COUNTY","1997","COUNTY",1,1
"2389","MOBILE","MOBILE COUNTY","A9100128","2009",1860,1419,393,"MOBILE COUNTY","1997","COUNTY",1,1
"2390","MOBILE","MOBILE COUNTY","00002551","2009",181,95,79,"MOBILE COUNTY","1997","COUNTY",1,1
"2391","MOBILE","MOBILE COUNTY","A9100128","2011",1683,1265,367,"MOBILE COUNTY","1997","COUNTY",1,1
"2392","MOBILE","MOBILE COUNTY","00000474","2007",384,324,27,"MOBILE COUNTY","1997","COUNTY",1,1
"2393","MOBILE","MOBILE COUNTY","00001569","1993",1111,1076,19,"MOBILE COUNTY","1997","COUNTY",1,1
"2394","MOBILE","MOBILE COUNTY","00002416","2005",83,77,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2395","MOBILE","MOBILE COUNTY","00001354","2005",639,597,29,"MOBILE COUNTY","1997","COUNTY",1,1
"2396","MOBILE","MOBILE COUNTY","00000598","2001",196,98,74,"MOBILE COUNTY","1997","COUNTY",1,1
"2397","MOBILE","MOBILE COUNTY","00001354","2013",558,473,59,"MOBILE COUNTY","1997","COUNTY",1,1
"2398","MOBILE","MOBILE COUNTY","00000496","2005",301,205,91,"MOBILE COUNTY","1997","COUNTY",1,1
"2399","MOBILE","MOBILE COUNTY","01925841","2003",1055,919,124,"MOBILE COUNTY","1997","COUNTY",1,1
"2400","MOBILE","MOBILE COUNTY","02000927","1993",400,333,58,"MOBILE COUNTY","1997","COUNTY",1,1
"2401","MOBILE","MOBILE COUNTY","00000703","2007",168,157,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2402","MOBILE","MOBILE COUNTY","A9100150","1997",447,425,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2403","MOBILE","MOBILE COUNTY","A9100128","1997",1200,961,180,"MOBILE COUNTY","1997","COUNTY",1,1
"2404","MOBILE","MOBILE COUNTY","00001751","1993",423,418,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2405","MOBILE","MOBILE COUNTY","00001999","1995",90,83,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2406","MOBILE","MOBILE COUNTY","A9100155","2007",208,191,9,"MOBILE COUNTY","1997","COUNTY",1,1
"2407","MOBILE","MOBILE COUNTY","A1392003","2013",579,579,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2408","MOBILE","MOBILE COUNTY","A9100155","1993",181,177,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2409","MOBILE","MOBILE COUNTY","00000532","1993",585,559,19,"MOBILE COUNTY","1997","COUNTY",1,1
"2410","MOBILE","MOBILE COUNTY","A9100128","1995",1177,1113,60,"MOBILE COUNTY","1997","COUNTY",1,1
"2411","MOBILE","MOBILE COUNTY","01926073","2011",527,472,15,"MOBILE COUNTY","1997","COUNTY",1,1
"2412","MOBILE","MOBILE COUNTY","00000532","2011",450,420,15,"MOBILE COUNTY","1997","COUNTY",1,1
"2413","MOBILE","MOBILE COUNTY","00000576","1993",120,0,120,"MOBILE COUNTY","1997","COUNTY",1,1
"2414","MOBILE","MOBILE COUNTY","A0100026","2007",47,43,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2415","MOBILE","MOBILE COUNTY","00001117","1993",55,0,55,"MOBILE COUNTY","1997","COUNTY",1,1
"2416","MOBILE","MOBILE COUNTY","A0300034","2007",100,75,15,"MOBILE COUNTY","1997","COUNTY",1,1
"2417","MOBILE","MOBILE COUNTY","A0509201","2007",10,9,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2418","MOBILE","MOBILE COUNTY","00000758","1993",1306,1267,18,"MOBILE COUNTY","1997","COUNTY",1,1
"2419","MOBILE","MOBILE COUNTY","00002551","2011",145,74,65,"MOBILE COUNTY","1997","COUNTY",1,1
"2420","MOBILE","MOBILE COUNTY","00001569","2005",1197,1161,26,"MOBILE COUNTY","1997","COUNTY",1,1
"2421","MOBILE","MOBILE COUNTY","A9100128","2003",1283,1152,112,"MOBILE COUNTY","1997","COUNTY",1,1
"2422","MOBILE","MOBILE COUNTY","A0700004","2007",66,62,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2423","MOBILE","MOBILE COUNTY","CB910024","1993",35,35,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2424","MOBILE","MOBILE COUNTY","A0100381","2005",74,0,74,"MOBILE COUNTY","1997","COUNTY",1,1
"2425","MOBILE","MOBILE COUNTY","A0100160","2001",18,15,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2426","MOBILE","MOBILE COUNTY","01925841","2009",1077,900,159,"MOBILE COUNTY","1997","COUNTY",1,1
"2427","MOBILE","MOBILE COUNTY","00000703","1995",167,167,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2428","MOBILE","MOBILE COUNTY","00002416","1993",154,150,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2429","MOBILE","MOBILE COUNTY","00001139","1995",61,0,61,"MOBILE COUNTY","1997","COUNTY",1,1
"2430","MOBILE","MOBILE COUNTY","00000474","2003",368,329,17,"MOBILE COUNTY","1997","COUNTY",1,1
"2431","MOBILE","MOBILE COUNTY","00001117","1995",56,0,56,"MOBILE COUNTY","1997","COUNTY",1,1
"2432","MOBILE","MOBILE COUNTY","00000496","2003",253,172,73,"MOBILE COUNTY","1997","COUNTY",1,1
"2433","MOBILE","MOBILE COUNTY","00000532","2003",484,447,18,"MOBILE COUNTY","1997","COUNTY",1,1
"2434","MOBILE","MOBILE COUNTY","00001569","1995",1235,1204,19,"MOBILE COUNTY","1997","COUNTY",1,1
"2435","MOBILE","MOBILE COUNTY","A9100155","2013",217,208,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2436","MOBILE","MOBILE COUNTY","00000598","2003",154,73,66,"MOBILE COUNTY","1997","COUNTY",1,1
"2437","MOBILE","MOBILE COUNTY","00001514","1993",283,264,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2438","MOBILE","MOBILE COUNTY","00000703","2003",111,111,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2439","MOBILE","MOBILE COUNTY","02000905","1993",74,0,74,"MOBILE COUNTY","1997","COUNTY",1,1
"2440","MOBILE","MOBILE COUNTY","01926073","2007",545,503,21,"MOBILE COUNTY","1997","COUNTY",1,1
"2441","MOBILE","MOBILE COUNTY","A0100423","2009",9,8,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2442","MOBILE","MOBILE COUNTY","00001514","2003",181,0,181,"MOBILE COUNTY","1997","COUNTY",1,1
"2443","MOBILE","MOBILE COUNTY","01925841","1995",1230,1079,129,"MOBILE COUNTY","1997","COUNTY",1,1
"2444","MOBILE","MOBILE COUNTY","A9500018","2005",5,3,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2445","MOBILE","MOBILE COUNTY","A0509201","2009",9,7,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2446","MOBILE","MOBILE COUNTY","A9100128","1993",917,865,47,"MOBILE COUNTY","1997","COUNTY",1,1
"2447","MOBILE","MOBILE COUNTY","A9100150","2007",388,372,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2448","MOBILE","MOBILE COUNTY","A1100009","2013",2,0,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2449","MOBILE","MOBILE COUNTY","00000496","1997",237,160,61,"MOBILE COUNTY","1997","COUNTY",1,1
"2450","MOBILE","MOBILE COUNTY","00003329","2003",32,22,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2451","MOBILE","MOBILE COUNTY","00000474","2005",411,5,31,"MOBILE COUNTY","1997","COUNTY",1,1
"2452","MOBILE","MOBILE COUNTY","A9700027","2007",60,31,24,"MOBILE COUNTY","1997","COUNTY",1,1
"2453","MOBILE","MOBILE COUNTY","AA000956","1995",41,0,41,"MOBILE COUNTY","1997","COUNTY",1,1
"2454","MOBILE","MOBILE COUNTY","00002212","1995",20,16,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2455","MOBILE","MOBILE COUNTY","A9500002","1995",175,167,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2456","MOBILE","MOBILE COUNTY","00000601","1993",259,248,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2457","MOBILE","MOBILE COUNTY","00000758","2011",1279,1151,102,"MOBILE COUNTY","1997","COUNTY",1,1
"2458","MOBILE","MOBILE COUNTY","00000703","2013",156,144,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2459","MOBILE","MOBILE COUNTY","00001354","2009",515,453,42,"MOBILE COUNTY","1997","COUNTY",1,1
"2460","MOBILE","MOBILE COUNTY","A0509201","2005",9,8,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2461","MOBILE","MOBILE COUNTY","00001569","2009",1202,1150,24,"MOBILE COUNTY","1997","COUNTY",1,1
"2462","MOBILE","MOBILE COUNTY","00002212","2003",68,50,9,"MOBILE COUNTY","1997","COUNTY",1,1
"2463","MOBILE","MOBILE COUNTY","00001139","2005",37,0,37,"MOBILE COUNTY","1997","COUNTY",1,1
"2464","MOBILE","MOBILE COUNTY","A9100155","2003",177,163,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2465","MOBILE","MOBILE COUNTY","00001354","1993",687,678,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2466","MOBILE","MOBILE COUNTY","00000543","2007",488,468,8,"MOBILE COUNTY","1997","COUNTY",1,1
"2467","MOBILE","MOBILE COUNTY","00000576","2007",218,1,217,"MOBILE COUNTY","1997","COUNTY",1,1
"2468","MOBILE","MOBILE COUNTY","00000598","2007",169,70,86,"MOBILE COUNTY","1997","COUNTY",1,1
"2469","MOBILE","MOBILE COUNTY","00003329","2005",25,20,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2470","MOBILE","MOBILE COUNTY","00001751","2011",286,267,11,"MOBILE COUNTY","1997","COUNTY",1,1
"2471","MOBILE","MOBILE COUNTY","01926073","2013",485,444,11,"MOBILE COUNTY","1997","COUNTY",1,1
"2472","MOBILE","MOBILE COUNTY","00001139","2007",15,0,15,"MOBILE COUNTY","1997","COUNTY",1,1
"2473","MOBILE","MOBILE COUNTY","A9100155","2011",203,188,9,"MOBILE COUNTY","1997","COUNTY",1,1
"2474","MOBILE","MOBILE COUNTY","01926131","1997",75,74,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2475","MOBILE","MOBILE COUNTY","A9700027","2009",47,24,20,"MOBILE COUNTY","1997","COUNTY",1,1
"2476","MOBILE","MOBILE COUNTY","A0100423","2001",15,13,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2477","MOBILE","MOBILE COUNTY","00000576","2003",203,0,199,"MOBILE COUNTY","1997","COUNTY",1,1
"2478","MOBILE","MOBILE COUNTY","00002416","1995",161,153,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2479","MOBILE","MOBILE COUNTY","A0100423","2011",7,5,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2480","MOBILE","MOBILE COUNTY","A0100110","2011",232,212,9,"MOBILE COUNTY","1997","COUNTY",1,1
"2481","MOBILE","MOBILE COUNTY","02000916","1993",113,72,39,"MOBILE COUNTY","1997","COUNTY",1,1
"2482","MOBILE","MOBILE COUNTY","A0300034","2003",146,128,8,"MOBILE COUNTY","1997","COUNTY",1,1
"2483","MOBILE","MOBILE COUNTY","02000905","2007",114,2,112,"MOBILE COUNTY","1997","COUNTY",1,1
"2484","MOBILE","MOBILE COUNTY","00001139","2003",62,0,62,"MOBILE COUNTY","1997","COUNTY",1,1
"2485","MOBILE","MOBILE COUNTY","00003329","1995",30,26,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2486","MOBILE","MOBILE COUNTY","A9302016","1997",9,7,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2487","MOBILE","MOBILE COUNTY","00002212","1993",15,4,11,"MOBILE COUNTY","1997","COUNTY",1,1
"2488","MOBILE","MOBILE COUNTY","00002416","2003",112,109,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2489","MOBILE","MOBILE COUNTY","A9100150","1993",497,473,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2490","MOBILE","MOBILE COUNTY","00000474","1993",508,494,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2491","MOBILE","MOBILE COUNTY","02000927","1995",440,424,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2492","MOBILE","MOBILE COUNTY","A9300014","1993",14,0,14,"MOBILE COUNTY","1997","COUNTY",1,1
"2493","MOBILE","MOBILE COUNTY","A0100282","2005",22,16,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2494","MOBILE","MOBILE COUNTY","00000543","1993",542,529,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2495","MOBILE","MOBILE COUNTY","01926073","2003",546,512,17,"MOBILE COUNTY","1997","COUNTY",1,1
"2496","MOBILE","MOBILE COUNTY","A9302016","1995",7,5,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2497","MOBILE","MOBILE COUNTY","00000598","1993",309,227,68,"MOBILE COUNTY","1997","COUNTY",1,1
"2498","MOBILE","MOBILE COUNTY","A0500027","2007",3,0,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2499","MOBILE","MOBILE COUNTY","00000598","2013",164,58,71,"MOBILE COUNTY","1997","COUNTY",1,1
"2500","MOBILE","MOBILE COUNTY","00001139","1997",90,10,80,"MOBILE COUNTY","1997","COUNTY",1,1
"2501","MOBILE","MOBILE COUNTY","A9100150","2003",309,297,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2502","MOBILE","MOBILE COUNTY","A9300014","1999",30,0,30,"MOBILE COUNTY","1997","COUNTY",1,1
"2503","MOBILE","MOBILE COUNTY","00001569","2011",1190,1125,32,"MOBILE COUNTY","1997","COUNTY",1,1
"2504","MOBILE","MOBILE COUNTY","00001354","1997",763,756,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2505","MOBILE","MOBILE COUNTY","E9400021","1993",35,35,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2506","MOBILE","MOBILE COUNTY","00003329","2009",28,20,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2507","MOBILE","MOBILE COUNTY","00003329","2011",23,15,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2508","MOBILE","MOBILE COUNTY","01925841","2011",1138,922,176,"MOBILE COUNTY","1997","COUNTY",1,1
"2509","MOBILE","MOBILE COUNTY","01926073","2009",549,501,13,"MOBILE COUNTY","1997","COUNTY",1,1
"2510","MOBILE","MOBILE COUNTY","A0100376","2001",45,10,34,"MOBILE COUNTY","1997","COUNTY",1,1
"2511","MOBILE","MOBILE COUNTY","00001569","2001",1202,1177,20,"MOBILE COUNTY","1997","COUNTY",1,1
"2512","MOBILE","MOBILE COUNTY","AA000956","2009",21,0,21,"MOBILE COUNTY","1997","COUNTY",1,1
"2513","MOBILE","MOBILE COUNTY","00000543","2003",505,485,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2514","MOBILE","MOBILE COUNTY","00001354","1995",733,724,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2515","MOBILE","MOBILE COUNTY","00001354","2007",672,628,30,"MOBILE COUNTY","1997","COUNTY",1,1
"2516","MOBILE","MOBILE COUNTY","00002551","2007",236,162,71,"MOBILE COUNTY","1997","COUNTY",1,1
"2517","MOBILE","MOBILE COUNTY","01926197","1993",29,22,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2518","MOBILE","MOBILE COUNTY","A0100110","2009",221,208,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2519","MOBILE","MOBILE COUNTY","00000601","2003",164,141,16,"MOBILE COUNTY","1997","COUNTY",1,1
"2520","MOBILE","MOBILE COUNTY","00000758","2003",1543,1489,35,"MOBILE COUNTY","1997","COUNTY",1,1
"2521","MOBILE","MOBILE COUNTY","01925841","2007",991,874,97,"MOBILE COUNTY","1997","COUNTY",1,1
"2522","MOBILE","MOBILE COUNTY","A0100282","2009",16,10,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2523","MOBILE","MOBILE COUNTY","00002212","1997",17,14,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2524","MOBILE","MOBILE COUNTY","A9300014","2005",18,0,18,"MOBILE COUNTY","1997","COUNTY",1,1
"2525","MOBILE","MOBILE COUNTY","A0300034","2009",67,50,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2526","MOBILE","MOBILE COUNTY","01926131","1995",80,77,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2527","MOBILE","MOBILE COUNTY","00001751","2001",396,390,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2528","MOBILE","MOBILE COUNTY","A9100128","2007",1740,1547,183,"MOBILE COUNTY","1997","COUNTY",1,1
"2529","MOBILE","MOBILE COUNTY","00000474","1997",501,484,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2530","MOBILE","MOBILE COUNTY","A9500032","1997",14,11,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2531","MOBILE","MOBILE COUNTY","00000383","1993",196,0,196,"MOBILE COUNTY","1997","COUNTY",1,1
"2532","MOBILE","MOBILE COUNTY","02000916","1995",136,90,46,"MOBILE COUNTY","1997","COUNTY",1,1
"2533","MOBILE","MOBILE COUNTY","A9302016","1993",5,4,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2534","MOBILE","MOBILE COUNTY","A0900068","2011",21,0,21,"MOBILE COUNTY","1997","COUNTY",1,1
"2535","MOBILE","MOBILE COUNTY","00000576","2009",164,3,161,"MOBILE COUNTY","1997","COUNTY",1,1
"2536","MOBILE","MOBILE COUNTY","A0100110","2007",228,222,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2537","MOBILE","MOBILE COUNTY","A9500018","1995",6,6,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2538","MOBILE","MOBILE COUNTY","00000758","2009",1325,1276,39,"MOBILE COUNTY","1997","COUNTY",1,1
"2539","MOBILE","MOBILE COUNTY","00000703","1993",227,219,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2540","MOBILE","MOBILE COUNTY","00000543","2013",441,417,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2541","MOBILE","MOBILE COUNTY","00002212","1999",7,4,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2542","MOBILE","MOBILE COUNTY","00000543","1995",560,543,8,"MOBILE COUNTY","1997","COUNTY",1,1
"2543","MOBILE","MOBILE COUNTY","CB910037","1993",6,0,6,"MOBILE COUNTY","1997","COUNTY",1,1
"2544","MOBILE","MOBILE COUNTY","00000565","1995",209,186,14,"MOBILE COUNTY","1997","COUNTY",1,1
"2545","MOBILE","MOBILE COUNTY","00000543","2001",523,515,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2546","MOBILE","MOBILE COUNTY","00000576","1995",153,0,153,"MOBILE COUNTY","1997","COUNTY",1,1
"2547","MOBILE","MOBILE COUNTY","00001569","2013",1070,1022,28,"MOBILE COUNTY","1997","COUNTY",1,1
"2548","MOBILE","MOBILE COUNTY","00000601","1995",277,269,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2549","MOBILE","MOBILE COUNTY","A0100282","2001",20,16,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2550","MOBILE","MOBILE COUNTY","A9500032","2003",15,13,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2551","MOBILE","MOBILE COUNTY","00000758","1995",1370,1339,12,"MOBILE COUNTY","1997","COUNTY",1,1
"2552","MOBILE","MOBILE COUNTY","A0100298","2001",33,6,26,"MOBILE COUNTY","1997","COUNTY",1,1
"2553","MOBILE","MOBILE COUNTY","01926131","2005",51,47,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2554","MOBILE","MOBILE COUNTY","02000905","2005",129,0,128,"MOBILE COUNTY","1997","COUNTY",1,1
"2555","MOBILE","MOBILE COUNTY","00002551","2001",225,139,80,"MOBILE COUNTY","1997","COUNTY",1,1
"2556","MOBILE","MOBILE COUNTY","00001569","2007",1221,1168,24,"MOBILE COUNTY","1997","COUNTY",1,1
"2557","MOBILE","MOBILE COUNTY","A9100150","2013",573,542,31,"MOBILE COUNTY","1997","COUNTY",1,1
"2558","MOBILE","MOBILE COUNTY","00001751","2005",379,371,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2559","MOBILE","MOBILE COUNTY","A0100298","2003",38,5,32,"MOBILE COUNTY","1997","COUNTY",1,1
"2560","MOBILE","MOBILE COUNTY","A0100026","2009",52,50,1,"MOBILE COUNTY","1997","COUNTY",1,1
"2561","MOBILE","MOBILE COUNTY","A0100026","2011",75,74,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2562","MOBILE","MOBILE COUNTY","A9100128","2005",1456,1295,153,"MOBILE COUNTY","1997","COUNTY",1,1
"2563","MOBILE","MOBILE COUNTY","A0509201","2013",3,2,0,"MOBILE COUNTY","1997","COUNTY",1,1
"2564","MOBILE","MOBILE COUNTY","00001354","1999",723,711,8,"MOBILE COUNTY","1997","COUNTY",1,1
"2565","MOBILE","MOBILE COUNTY","A0700004","2013",60,48,8,"MOBILE COUNTY","1997","COUNTY",1,1
"2566","MOBILE","MOBILE COUNTY","A0700004","2011",47,41,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2567","MOBILE","MOBILE COUNTY","00001751","2007",395,387,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2568","MOBILE","MOBILE COUNTY","A9300014","1997",52,0,52,"MOBILE COUNTY","1997","COUNTY",1,1
"2569","MOBILE","MOBILE COUNTY","A9700027","2005",55,26,27,"MOBILE COUNTY","1997","COUNTY",1,1
"2570","MOBILE","MOBILE COUNTY","A0700004","2009",42,36,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2571","MOBILE","MOBILE COUNTY","A0700023","2009",50,2,48,"MOBILE COUNTY","1997","COUNTY",1,1
"2572","MOBILE","MOBILE COUNTY","A9900049","2005",67,0,64,"MOBILE COUNTY","1997","COUNTY",1,1
"2573","MOBILE","MOBILE COUNTY","00000496","2009",401,283,104,"MOBILE COUNTY","1997","COUNTY",1,1
"2574","MOBILE","MOBILE COUNTY","A0100110","2005",232,228,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2575","MOBILE","MOBILE COUNTY","00000543","2009",495,467,10,"MOBILE COUNTY","1997","COUNTY",1,1
"2576","MOBILE","MOBILE COUNTY","00000532","2005",533,481,32,"MOBILE COUNTY","1997","COUNTY",1,1
"2577","MOBILE","MOBILE COUNTY","A0100282","2007",15,11,4,"MOBILE COUNTY","1997","COUNTY",1,1
"2578","MOBILE","MOBILE COUNTY","00000703","2009",165,146,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2579","MOBILE","MOBILE COUNTY","A9500032","1995",13,6,7,"MOBILE COUNTY","1997","COUNTY",1,1
"2580","MOBILE","MOBILE COUNTY","00000703","2011",152,135,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2581","MOBILE","MOBILE COUNTY","AA000956","2003",46,0,46,"MOBILE COUNTY","1997","COUNTY",1,1
"2582","MOBILE","MOBILE COUNTY","00000576","2013",103,1,102,"MOBILE COUNTY","1997","COUNTY",1,1
"2583","MOBILE","MOBILE COUNTY","00000532","2013",473,447,12,"MOBILE COUNTY","1997","COUNTY",1,1
"2584","MOBILE","MOBILE COUNTY","00001354","2011",493,422,54,"MOBILE COUNTY","1997","COUNTY",1,1
"2585","MOBILE","MOBILE COUNTY","A9900083","2001",31,22,2,"MOBILE COUNTY","1997","COUNTY",1,1
"2586","MOBILE","MOBILE COUNTY","00001569","1997",1171,1133,24,"MOBILE COUNTY","1997","COUNTY",1,1
"2587","MOBILE","MOBILE COUNTY","00002551","1997",275,211,63,"MOBILE COUNTY","1997","COUNTY",1,1
"2588","MOBILE","MOBILE COUNTY","A9500018","2003",19,13,3,"MOBILE COUNTY","1997","COUNTY",1,1
"2589","MOBILE","MOBILE COUNTY","00002551","2013",83,42,41,"MOBILE COUNTY","1997","COUNTY",1,1
"2590","MOBILE","MOBILE COUNTY","00001139","2001",51,6,45,"MOBILE COUNTY","1997","COUNTY",1,1
"2591","MOBILE","MOBILE COUNTY","00000758","2007",1250,1204,37,"MOBILE COUNTY","1997","COUNTY",1,1
"2592","MOBILE","MOBILE COUNTY","01925841","2013",1176,947,177,"MOBILE COUNTY","1997","COUNTY",1,1
"2593","MOBILE","MOBILE COUNTY","00003329","1997",30,25,5,"MOBILE COUNTY","1997","COUNTY",1,1
"2594","MOBILE","MOBILE COUNTY","A9100150","2011",593,375,38,"MOBILE COUNTY","1997","COUNTY",1,1
"2595","MOBILE","MOBILE COUNTY","01926073","2005",557,534,9,"MOBILE COUNTY","1997","COUNTY",1,1
"2596","MOBILE","MOBILE COUNTY","00003329","1993",33,30,3,"MOBILE COUNTY","1997","COUNTY",1,1
