"","PIN","DISTRICT","YEAR","COUNTY","CITY","NUMSTUDS","WHITE","BLACK","YEAR_LIFTED","DISMISSED","region","PRIVATE"
"594","4.94362157708182e-314","ANDALUSIA CITY","2013","COVINGTON COUNTY","ANDALUSIA",843,552,261,"2002",1,"CITY",0
"608","4.94362085624004e-314","ANDALUSIA CITY","2013","COVINGTON COUNTY","ANDALUSIA",416,266,131,"2002",1,"CITY",0
"612","4.94362085574597e-314","ANDALUSIA CITY","2013","COVINGTON COUNTY","ANDALUSIA",495,297,180,"2002",1,"CITY",0
"9100","4.98660563411596e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","RED LEVEL",351,294,37,"2006",1,"COUNTY",0
"9124","4.98660538955346e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","ANDALUSIA",289,281,6,"2006",1,"COUNTY",0
"9136","4.98660474282153e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","ANDALUSIA",444,420,16,"2006",1,"COUNTY",0
"9148","4.98660474232747e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","RED LEVEL",284,237,43,"2006",1,"COUNTY",0
"9150","4.9866047433156e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","LOCKHART",292,249,39,"2006",1,"COUNTY",0
"9158","4.98660470181408e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","ANDALUSIA",565,541,9,"2006",1,"COUNTY",0
"9159","4.98660474084527e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","OPP",165,160,2,"2006",1,"COUNTY",0
"9169","4.98660474133933e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","FLORALA",219,178,39,"2006",1,"COUNTY",0
"9170","4.9866047418334e-314","COVINGTON COUNTY","2013","COVINGTON COUNTY","ANDALUSIA",533,502,19,"2006",1,"COUNTY",0
"29141","5.06960812210947e-314","OPP CITY","2013","COVINGTON COUNTY","OPP",364,267,92,"2002",1,"CITY",0
"29142","5.06960812260353e-314","OPP CITY","2013","COVINGTON COUNTY","OPP",380,284,87,"2002",1,"CITY",0
"29143","5.0696081245798e-314","OPP CITY","2013","COVINGTON COUNTY","OPP",552,396,137,"2002",1,"CITY",0
"9240","4.98808694074719e-314","CRENSHAW COUNTY","2013","CRENSHAW COUNTY","BRANTLEY",609,414,169,"2006",1,"COUNTY",0
"9254","4.98808694173532e-314","CRENSHAW COUNTY","2013","CRENSHAW COUNTY","HIGHLAND HOME",807,550,223,"2006",1,"COUNTY",0
"9268","4.98808694222938e-314","CRENSHAW COUNTY","2013","CRENSHAW COUNTY","LUVERNE",823,458,317,"2006",1,"COUNTY",0
"9353","4.98956913966097e-314","CULLMAN CITY","2013","CULLMAN COUNTY","CULLMAN",481,435,2,"2004",1,"CITY",0
"9354","4.98956914114317e-314","CULLMAN CITY","2013","CULLMAN COUNTY","CULLMAN",615,505,5,"2004",1,"CITY",0
"9366","4.98956911841615e-314","CULLMAN CITY","2013","CULLMAN COUNTY","CULLMAN",514,433,2,"2004",1,"CITY",0
"9381","4.98956914015504e-314","CULLMAN CITY","2013","CULLMAN COUNTY","CULLMAN",867,799,7,"2004",1,"CITY",0
"9382","4.9895691406491e-314","CULLMAN CITY","2013","CULLMAN COUNTY","CULLMAN",594,543,6,"2004",1,"CITY",0
"9492","4.99105134252728e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HOLLY POND",318,306,2,"STILL OPEN",0,"COUNTY",0
"9506","4.9910513810644e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","VINEMONT",397,370,0,"STILL OPEN",0,"COUNTY",0
"9533","4.99105134450355e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","VINEMONT",337,323,1,"STILL OPEN",0,"COUNTY",0
"9534","4.99105134499761e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",169,159,0,"STILL OPEN",0,"COUNTY",0
"9535","4.99105134549168e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",553,517,6,"STILL OPEN",0,"COUNTY",0
"9536","4.99105134993827e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",614,524,0,"STILL OPEN",0,"COUNTY",0
"9537","4.99105135191453e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",320,292,1,"STILL OPEN",0,"COUNTY",0
"9538","4.99105135339673e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",303,289,1,"STILL OPEN",0,"COUNTY",0
"9539","4.99105135833738e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",373,349,2,"STILL OPEN",0,"COUNTY",0
"9543","4.99105137464155e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","VINEMONT",467,423,1,"STILL OPEN",0,"COUNTY",0
"9544","4.99105137810001e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","VINEMONT",248,228,2,"STILL OPEN",0,"COUNTY",0
"9545","4.99105138057034e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",494,437,4,"STILL OPEN",0,"COUNTY",0
"9553","4.99105135883145e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HANCEVILLE",532,399,38,"STILL OPEN",0,"COUNTY",0
"9554","4.99105136179584e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HANCEVILLE",281,232,19,"STILL OPEN",0,"COUNTY",0
"9568","4.99105137167716e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HOLLY POND",437,405,1,"STILL OPEN",0,"COUNTY",0
"9612","4.99105134203322e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HANCEVILLE",392,325,35,"STILL OPEN",0,"COUNTY",0
"9732","4.99105134153915e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",410,383,1,"STILL OPEN",0,"COUNTY",0
"9751","4.99105186771907e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",339,306,0,"STILL OPEN",0,"COUNTY",0
"9752","4.99105189390454e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",120,114,0,"STILL OPEN",0,"COUNTY",0
"9754","4.9910519823423e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","LOGAN",211,204,0,"STILL OPEN",0,"COUNTY",0
"9755","4.99105198382449e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","VINEMONT",263,227,0,"STILL OPEN",0,"COUNTY",0
"9756","4.99105220763623e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","HOLLY POND",259,243,2,"STILL OPEN",0,"COUNTY",0
"9849","4.99105133857476e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","BAILEYTON",344,312,1,"STILL OPEN",0,"COUNTY",0
"9850","4.99105133906882e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","BREMEN",255,252,1,"STILL OPEN",0,"COUNTY",0
"9851","4.99105133956289e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","BREMEN",580,575,0,"STILL OPEN",0,"COUNTY",0
"9852","4.99105134055102e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","CULLMAN",531,491,5,"STILL OPEN",0,"COUNTY",0
"9853","4.99105134104509e-314","CULLMAN COUNTY","2013","CULLMAN COUNTY","GARDEN CITY",109,106,2,"STILL OPEN",0,"COUNTY",0
"10054","4.99253354489953e-314","DALE COUNTY","2013","DALE COUNTY","NEWTON",209,172,29,"2005",1,"COUNTY",0
"10070","4.9925335453936e-314","DALE COUNTY","2013","DALE COUNTY","PINCKARD",439,308,105,"2005",1,"COUNTY",0
"10094","4.99253354440546e-314","DALE COUNTY","2013","DALE COUNTY","MIDLAND CITY",420,258,127,"2005",1,"COUNTY",0
"10109","4.9925335439114e-314","DALE COUNTY","2013","DALE COUNTY","SKIPPERVILLE",400,365,25,"2005",1,"COUNTY",0
"10135","4.99253349005824e-314","DALE COUNTY","2013","DALE COUNTY","SKIPPERVILLE",469,417,33,"2005",1,"COUNTY",0
"10137","4.99253354341733e-314","DALE COUNTY","2013","DALE COUNTY","MIDLAND CITY",391,292,88,"2005",1,"COUNTY",0
"10176","4.99253354292327e-314","DALE COUNTY","2013","DALE COUNTY","ARITON",698,551,99,"2005",1,"COUNTY",0
"10251","4.99401642117732e-314","DALEVILLE CITY","2013","DALE COUNTY","DALEVILLE",561,298,187,"2002",1,"CITY",0
"10274","4.99401574282518e-314","DALEVILLE CITY","2013","DALE COUNTY","DALEVILLE",582,285,209,"2002",1,"CITY",0
"16615","5.02810638256487e-314","HOUSTON COUNTY","2013","DALE COUNTY","NEWTON",966,868,44,"2008",1,"COUNTY",0
"29414","5.07109056360949e-314","OZARK CITY","2013","DALE COUNTY","OZARK",180,80,77,"2002",1,"CITY",0
"29436","5.07109032299952e-314","OZARK CITY","2013","DALE COUNTY","OZARK",535,269,242,"2002",1,"CITY",0
"29446","5.07109032448171e-314","OZARK CITY","2013","DALE COUNTY","OZARK",521,261,215,"2002",1,"CITY",0
"29448","5.07109032250545e-314","OZARK CITY","2013","DALE COUNTY","OZARK",747,365,355,"2002",1,"CITY",0
"29451","5.07109032497578e-314","OZARK CITY","2013","DALE COUNTY","OZARK",292,128,142,"2002",1,"CITY",0
"10282","4.99549794124491e-314","DALLAS COUNTY","2013","DALLAS COUNTY","PLANTERSVILLE",609,253,349,"1977",1,"COUNTY",0
"10288","4.99549794025677e-314","DALLAS COUNTY","2013","DALLAS COUNTY","SELMA",225,70,151,"1977",1,"COUNTY",0
"10297","4.99549794322117e-314","DALLAS COUNTY","2013","DALLAS COUNTY","PLANTERSVILLE",120,73,47,"1977",1,"COUNTY",0
"10299","4.99549794470336e-314","DALLAS COUNTY","2013","DALLAS COUNTY","ORRVILLE",222,0,219,"1977",1,"COUNTY",0
"10308","4.99549794371523e-314","DALLAS COUNTY","2013","DALLAS COUNTY","ORRVILLE",329,0,325,"1977",1,"COUNTY",0
"10311","4.9954979456915e-314","DALLAS COUNTY","2013","DALLAS COUNTY","SELMA",406,0,406,"1977",1,"COUNTY",0
"10312","4.99549794618556e-314","DALLAS COUNTY","2013","DALLAS COUNTY","SELMA",303,2,300,"1977",1,"COUNTY",0
"10329","4.99549794667963e-314","DALLAS COUNTY","2013","DALLAS COUNTY","SELMA",289,3,286,"1977",1,"COUNTY",0
"10330","4.99549794717369e-314","DALLAS COUNTY","2013","DALLAS COUNTY","VALLEY GRANDE",465,278,169,"1977",1,"COUNTY",0
"10371","4.99549814727028e-314","DALLAS COUNTY","2013","DALLAS COUNTY","VALLEY GRANDE",298,126,164,"1977",1,"COUNTY",0
"10414","4.99549862700802e-314","DALLAS COUNTY","2013","DALLAS COUNTY","SELMA",253,2,251,"1977",1,"COUNTY",0
"31460","5.08739403032529e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",258,1,257,"1977",1,"CITY",0
"31462","5.08739452290874e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",141,1,138,"1977",1,"CITY",0
"31463","5.08739452340281e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",181,3,178,"1977",1,"CITY",0
"31464","5.08739452389687e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",500,0,496,"1977",1,"CITY",0
"31465","5.08739452488501e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",288,1,287,"1977",1,"CITY",0
"31466","5.08739452537907e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",379,1,376,"1977",1,"CITY",0
"31467","5.0873945263672e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",277,0,273,"1977",1,"CITY",0
"31576","5.08739452686127e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",252,75,165,"1977",1,"CITY",0
"31577","5.08739452735533e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",328,0,328,"1977",1,"CITY",0
"31578","5.08739452834346e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",980,5,971,"1977",1,"CITY",0
"31579","5.08739452883753e-314","SELMA CITY","2013","DALLAS COUNTY","SELMA",516,1,512,"1977",1,"CITY",0
"11226","4.99698015053407e-314","DEKALB COUNTY","2013","DEKALB COUNTY","RAINSVILLE",1105,880,6,"2006",1,"COUNTY",0
"11248","4.99698014707561e-314","DEKALB COUNTY","2013","DEKALB COUNTY","FYFFE",1012,773,2,"2006",1,"COUNTY",0
"11249","4.99698014756968e-314","DEKALB COUNTY","2013","DEKALB COUNTY","GERALDINE",1209,770,6,"2006",1,"COUNTY",0
"11252","4.99698015004e-314","DEKALB COUNTY","2013","DEKALB COUNTY","MENTONE",109,91,0,"2006",1,"COUNTY",0
"11254","4.99698015102814e-314","DEKALB COUNTY","2013","DEKALB COUNTY","FT PAYNE",157,119,0,"2006",1,"COUNTY",0
"11255","4.9969801515222e-314","DEKALB COUNTY","2013","DEKALB COUNTY","SYLVANIA",907,657,2,"2006",1,"COUNTY",0
"11290","4.99698014855781e-314","DEKALB COUNTY","2013","DEKALB COUNTY","HENAGAR",300,218,2,"2006",1,"COUNTY",0
"11291","4.99698014905187e-314","DEKALB COUNTY","2013","DEKALB COUNTY","IDER",768,633,3,"2006",1,"COUNTY",0
"11296","4.99698015201627e-314","DEKALB COUNTY","2013","DEKALB COUNTY","VALLEY HEAD",492,297,5,"2006",1,"COUNTY",0
"11370","4.99698014509935e-314","DEKALB COUNTY","2013","DEKALB COUNTY","COLLINSVILLE",861,289,41,"2006",1,"COUNTY",0
"11371","4.99698014559341e-314","DEKALB COUNTY","2013","DEKALB COUNTY","CROSSVILLE",636,141,3,"2006",1,"COUNTY",0
"11372","4.99698086100047e-314","DEKALB COUNTY","2013","DEKALB COUNTY","CROSSVILLE",513,202,2,"2006",1,"COUNTY",0
"14286","5.01773096497102e-314","FORT PAYNE CITY","2013","DEKALB COUNTY","FORT PAYNE",801,523,41,"STILL OPEN",0,"CITY",0
"14295","5.01773137356331e-314","FORT PAYNE CITY","2013","DEKALB COUNTY","FORT PAYNE",860,456,27,"STILL OPEN",0,"CITY",0
"14298","5.01773156377858e-314","FORT PAYNE CITY","2013","DEKALB COUNTY","FORT PAYNE",922,503,38,"STILL OPEN",0,"CITY",0
"14304","5.01773096546508e-314","FORT PAYNE CITY","2013","DEKALB COUNTY","FORT PAYNE",487,272,5,"STILL OPEN",0,"CITY",0
"12172","5.0043919850146e-314","ELMORE COUNTY","2013","ELMORE COUNTY","WETUMPKA",893,699,138,"2004",1,"COUNTY",0
"12173","5.00439198748493e-314","ELMORE COUNTY","2013","ELMORE COUNTY","COOSADA",699,384,255,"2004",1,"COUNTY",0
"12360","5.00439174687496e-314","ELMORE COUNTY","2013","ELMORE COUNTY","MILLBROOK",1291,703,502,"2004",1,"COUNTY",0
"12361","5.00439180023405e-314","ELMORE COUNTY","2013","ELMORE COUNTY","ECLECTIC",642,556,56,"2004",1,"COUNTY",0
"12366","5.00439097712068e-314","ELMORE COUNTY","2013","ELMORE COUNTY","WETUMPKA",970,619,277,"2004",1,"COUNTY",0
"12385","5.00439115943091e-314","ELMORE COUNTY","2013","ELMORE COUNTY","WETUMPKA",1082,694,338,"2004",1,"COUNTY",0
"12386","5.00439163422799e-314","ELMORE COUNTY","2013","ELMORE COUNTY","ECLECTIC",497,412,68,"2004",1,"COUNTY",0
"12388","5.00439115893684e-314","ELMORE COUNTY","2013","ELMORE COUNTY","WETUMPKA",967,531,345,"2004",1,"COUNTY",0
"12389","5.00439115547838e-314","ELMORE COUNTY","2013","ELMORE COUNTY","ECLECTIC",474,412,58,"2004",1,"COUNTY",0
"12391","5.00439133828267e-314","ELMORE COUNTY","2013","ELMORE COUNTY","MILLBROOK",926,484,326,"2004",1,"COUNTY",0
"12394","5.00439115794871e-314","ELMORE COUNTY","2013","ELMORE COUNTY","MILLBROOK",1066,577,406,"2004",1,"COUNTY",0
"34040","5.10073433833017e-314","TALLASSEE CITY","2013","ELMORE COUNTY","TALLASSEE",598,408,171,"2003",1,"CITY",0
"34041","5.1007343393183e-314","TALLASSEE CITY","2013","ELMORE COUNTY","TALLASSEE",544,383,148,"2003",1,"CITY",0
"34042","5.10073451866413e-314","TALLASSEE CITY","2013","ELMORE COUNTY","TALLASSEE",789,540,199,"2003",1,"CITY",0
"6051","4.9628895191935e-314","BREWTON CITY","2013","ESCAMBIA COUNTY","BREWTON",334,202,128,"1977",1,"CITY",0
"6065","4.96288951869944e-314","BREWTON CITY","2013","ESCAMBIA COUNTY","BREWTON",341,201,133,"1977",1,"CITY",0
"6079","4.96288951820537e-314","BREWTON CITY","2013","ESCAMBIA COUNTY","BREWTON",435,260,162,"1977",1,"CITY",0
"12915","5.0073560646639e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","EAST BREWTON",434,304,116,"1977",1,"COUNTY",0
"12916","5.00735614124407e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","ATMORE",421,86,314,"1977",1,"COUNTY",0
"12942","5.00735555874068e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","ATMORE",250,41,197,"1977",1,"COUNTY",0
"12947","5.007355561211e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","FLOMATON",440,343,60,"1977",1,"COUNTY",0
"12948","5.00735556170507e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","ATMORE",292,153,21,"1977",1,"COUNTY",0
"12949","5.00735556219913e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","BREWTON",246,221,11,"1977",1,"COUNTY",0
"12953","5.00735606367577e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","FLOMATON",408,326,66,"1977",1,"COUNTY",0
"12954","5.00735606416983e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","EAST BREWTON",573,384,153,"1977",1,"COUNTY",0
"12959","5.00735556022287e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","ATMORE",542,92,427,"1977",1,"COUNTY",0
"12963","5.00735556368133e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","EAST BREWTON",401,278,113,"1977",1,"COUNTY",0
"12971","5.00735555972881e-314","ESCAMBIA COUNTY","2013","ESCAMBIA COUNTY","ATMORE",523,92,383,"1977",1,"COUNTY",0
"1135","4.94954965683584e-314","ATTALLA CITY","2013","ETOWAH COUNTY","ATTALLA",443,336,78,"2006",1,"CITY",0
"1136","4.94954965732991e-314","ATTALLA CITY","2013","ETOWAH COUNTY","ATTALLA",536,394,74,"2006",1,"CITY",0
"1160","4.94954965634177e-314","ATTALLA CITY","2013","ETOWAH COUNTY","ATTALLA",768,603,102,"2006",1,"CITY",0
"13246","5.00883776852391e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","ALTOONA",463,434,3,"2007",1,"COUNTY",0
"13335","5.00883826258955e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","RAINBOW CITY",662,594,35,"2007",1,"COUNTY",0
"13365","5.00883776753577e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","SOUTHSIDE",858,802,28,"2007",1,"COUNTY",0
"13366","5.00883776802984e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","WALNUT GROVE",434,418,2,"2007",1,"COUNTY",0
"13374","5.00883826209549e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GLENCOE",329,321,5,"2007",1,"COUNTY",0
"13421","5.00883833867566e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","HOKES BLUFF",414,410,1,"2007",1,"COUNTY",0
"13438","5.00883776160699e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","ATTALLA",232,184,5,"2007",1,"COUNTY",0
"13447","5.00883776704171e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","SARDIS CITY",719,679,3,"2007",1,"COUNTY",0
"13454","5.00883776308918e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GLENCOE",357,345,3,"2007",1,"COUNTY",0
"13455","5.00883776358325e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GLENCOE",324,319,2,"2007",1,"COUNTY",0
"13456","5.00883776407731e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","HOKES BLUFF",582,564,5,"2007",1,"COUNTY",0
"13460","5.00883826308362e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","SOUTHSIDE",605,578,6,"2007",1,"COUNTY",0
"13462","5.00883854321884e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GADSDEN",173,55,113,"2007",1,"COUNTY",0
"13466","5.00883776259512e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GADSDEN",566,484,61,"2007",1,"COUNTY",0
"13470","5.00883776457138e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","HOKES BLUFF",322,315,2,"2007",1,"COUNTY",0
"13471","5.00883776506545e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","ATTALLA",249,240,2,"2007",1,"COUNTY",0
"13485","5.00883776555951e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","RAINBOW CITY",714,596,58,"2007",1,"COUNTY",0
"13486","5.00883776605358e-314","ETOWAH COUNTY","2013","ETOWAH COUNTY","GADSDEN",169,160,1,"2007",1,"COUNTY",0
"14575","5.02069536922144e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",484,273,181,"2005",1,"CITY",0
"14578","5.02069537218584e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",260,190,35,"2005",1,"CITY",0
"14579","5.02069576892055e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",9,3,5,"2005",1,"CITY",0
"14616","5.02069537119771e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",424,304,100,"2005",1,"CITY",0
"14617","5.02069537169177e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",344,52,157,"2005",1,"CITY",0
"14655","5.02069536526892e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",273,29,207,"2005",1,"CITY",0
"14658","5.02069536724518e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",397,292,76,"2005",1,"CITY",0
"14696","5.02069536576298e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",191,26,128,"2005",1,"CITY",0
"14697","5.02069536625705e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",509,194,266,"2005",1,"CITY",0
"14703","5.02069584253633e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",354,100,184,"2005",1,"CITY",0
"14706","5.02069591565805e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",325,39,182,"2005",1,"CITY",0
"14707","5.02069591615211e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",216,42,156,"2005",1,"CITY",0
"14708","5.02069599421449e-314","GADSDEN CITY","2013","ETOWAH COUNTY","GADSDEN",1559,589,820,"2005",1,"CITY",0
"13822","5.01328485636652e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","FAYETTE",565,415,119,"STILL OPEN",0,"COUNTY",0
"13826","5.01328436674746e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","FAYETTE",458,358,92,"STILL OPEN",0,"COUNTY",0
"13830","5.01328485537839e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","BERRY",299,280,11,"STILL OPEN",0,"COUNTY",0
"13831","5.01328499124644e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","FAYETTE",453,333,117,"STILL OPEN",0,"COUNTY",0
"13843","5.01328436773559e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","FAYETTE",385,380,5,"STILL OPEN",0,"COUNTY",0
"13875","5.01328436575933e-314","FAYETTE COUNTY","2013","FAYETTE COUNTY","BERRY",269,254,14,"STILL OPEN",0,"COUNTY",0
"14364","5.01921381950992e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","RUSSELLVILLE",278,197,1,"STILL OPEN",0,"COUNTY",0
"14373","5.019213165367e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","RED BAY",786,730,17,"STILL OPEN",0,"COUNTY",0
"14376","5.01921381555739e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","PHIL CAMPBELL",417,395,1,"STILL OPEN",0,"COUNTY",0
"14383","5.01921316339074e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","RUSSELLVILLE",452,407,0,"STILL OPEN",0,"COUNTY",0
"14384","5.0192131638848e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","PHIL CAMPBELL",222,194,0,"STILL OPEN",0,"COUNTY",0
"14385","5.01921316487293e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","PHIL CAMPBELL",372,355,1,"STILL OPEN",0,"COUNTY",0
"14387","5.01921316635513e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","RUSSELLVILLE",383,279,1,"STILL OPEN",0,"COUNTY",0
"14388","5.0192131668492e-314","FRANKLIN COUNTY","2013","FRANKLIN COUNTY","VINA",307,294,6,"STILL OPEN",0,"COUNTY",0
"30985","5.0844301245871e-314","RUSSELLVILLE CITY","2013","FRANKLIN COUNTY","RUSSELLVILLE",563,301,30,"STILL OPEN",0,"CITY",0
"31013","5.08443012508117e-314","RUSSELLVILLE CITY","2013","FRANKLIN COUNTY","RUSSELLVILLE",591,325,35,"STILL OPEN",0,"CITY",0
"31014","5.08443012557524e-314","RUSSELLVILLE CITY","2013","FRANKLIN COUNTY","RUSSELLVILLE",685,409,60,"STILL OPEN",0,"CITY",0
"31015","5.0844301260693e-314","RUSSELLVILLE CITY","2013","FRANKLIN COUNTY","RUSSELLVILLE",734,336,39,"STILL OPEN",0,"CITY",0
"14900","5.0216841077198e-314","GENEVA CITY","2013","GENEVA COUNTY","GENEVA",270,224,39,"1974",1,"CITY",0
"14920","5.02168350446565e-314","GENEVA CITY","2013","GENEVA COUNTY","GENEVA",335,284,43,"1974",1,"CITY",0
"14926","5.02168350495972e-314","GENEVA CITY","2013","GENEVA COUNTY","GENEVA",650,547,82,"1974",1,"CITY",0
"15003","5.02267163723953e-314","GENEVA COUNTY","2013","GENEVA COUNTY","HARTFORD",217,167,39,"2002",1,"COUNTY",0
"15010","5.02267224148182e-314","GENEVA COUNTY","2013","GENEVA COUNTY","SLOCOMB",579,470,48,"2002",1,"COUNTY",0
